label,comment,kannada_script
0,hwdu guru alredy 30 sala nodidini,ಹ್wದು ಗುರು ಅಲ್ರ್ಡ್ಯ್ 30 ಸಲ ನೋಡಿದೀನಿ 
0,tik tok banu nan kicha sudeep fanu egide comment madi,ಟಿಕ್ ಟಾಕ್ ಬಾನು ನಂ ಕಿಚ್ಚ ಸುದೀಪ್ ಫ್ಯಾನು ಈಗಿದೆ ಕಾಮೆಂಟ್ ಮಾಡಿ 
1,yavd yavd movie ge hogi dud kharch madidvi...bejaragi hogad bittivi...dia movie mobile li nodid mele theater nali nodbeku anstide...,ಯಾವ್ದ್ ಯಾವ್ದ್ ಮೂವಿ ಗೆ ಹೋಗಿ ದುಡ್ ಖರ್ಚ್ ಮಾಡಿದ್ವಿ ಬೇಜಾರಾಗಿ ಜೋಗಾದ್ ಬಿಟ್ಟಿವಿ ಡೈ ಮೂವಿ ಮೊಬೈಲ್ ಲಿ ನೋಡಿದ್ ಮೇಲೆ theater ನಲಿ ನೋಡ್ಬೇಕು ಅನ್ನಿಸ್ತಿದೆ 
0,hela kannada people please go and watch the movieee avana sri man narayana kannada cinema nodi 🤗kannada jai karnataka mathee,ಹೇಳ ಕನ್ನಡ people please ಗೋ and ವಾಚ್ the ಮೊವಿಈಏ ಅವನ ಶ್ರೀ ಮ್ಯಾನ್ ನಾರಾಯಣ ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿ smiling_face_with_open_hands ಕನ್ನಡ ಜೈ ಕರ್ನಾಟಕ mathee 
1,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ,ದೇಶಕ್ಕೋಸ್ಕರ ಒಂದು app uninstall ಮಾಡೊಕೆ ಆಗಲ್ಲ ಇವರಿಗೆ ಥೂ ಇವರ ಜನ್ಮಕ್ಕೆ
1,views struck aagide guru,ವಿವಸ್ ಸ್ಟ್ರೆಕ್ ಆಗಿದೆ ಗುರು 
0,tik tok ban agirodike nange tumba tumba kushi ide happy 🥰,ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಆಗಿರೋದಿಕೆ ನಂಗೆ ತುಂಬಾ ತುಂಬಾ ಖುಷಿ ಇದೆ ಹ್ಯಾಪಿ smiling_face_with_hearts 
0,nanu nodide suuuuuuuuuupppper innomme nodtini,ನಾನು ನೋಡಿದೆ suuuuuuuuuupppperಇನ್ನೊಮ್ಮೆ ನೋಡ್ತೀನಿ 
0,just woww super prajju anna!! gud luck,ಜಸ್ಟ್ ವww ಸೂಪರ್ ಪ್ರಜ್ಜು ಅಣ್ಣ ಗುಡ್ ಲಕ್ 
1,ಮೊಬೈಲಲ್ಲಿ ಅಷ್ಟೊಂದ್ ಒಳ್ಳೇ ಕ್ಲಾರಿಟಿಲಿ ಬಿಟ್ಟಿದ್ದಾರೆ. ಎಲ್ರೂ ಡೌನ್‌ಲೋಡ್ ಮಾಡ್ಕೊಂಡ್ ನೋಡ್ತಿದಾರೆ. ಥಿಯೇಟರಿಗೆ ಜನ ಬರದೇ ಇರಲು ಕಾರಣ ಮೊಬೈಲಲ್ಲಿ ಲೀಕ್ ಆಗಿರೋದು.,ಮೊಬೈಲಲ್ಲಿ ಅಷ್ಟೊಂದ್ ಒಳ್ಳೇ ಕ್ಲಾರಿಟಿಲಿ ಬಿಟ್ಟಿದ್ದಾರೆ. ಎಲ್ರೂ ಡೌನ್‌ಲೋಡ್ ಮಾಡ್ಕೊಂಡ್ ನೋಡ್ತಿದಾರೆ. ಥಿಯೇಟರಿಗೆ ಜನ ಬರದೇ ಇರಲು ಕಾರಣ ಮೊಬೈಲಲ್ಲಿ ಲೀಕ್ ಆಗಿರೋದು.
0,super bro i am happy tik tok ban agidu super our modi ji super hero,ಸೂಪರ್ ಬ್ರೋ ಈ ಆಮ್ ಹ್ಯಾಪಿ ಟಿಕ್ ಟಾಕ್ ಬ್ಯಾನ್ ಅಗಿದು ಸೂಪರ್ ಅವರ್ ಮೋದಿ ಜಿ ಸೂಪರ್ ಹೀರೋ 
1,hadu tubna hucu hedseda,ಹಾಡು ಟ್ಯೂಬ್ನ ಹುಚು ಹೆಡ್ಸೆದ 
0,ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್,ಪಜ್ಜು ಸರ್ ಗೆ ಒಳ್ಳೆ ಸಕ್ಸಸ್ ಸಿಗ್ಲಿ ತುಂಬಾ ಚನ್ನಾಗಿದೆ ಟ್ರೈಲರ್
0,song super annuru hands up madi,ಸಾಂಗ್ ಸೂಪರ್ ಅಣ್ಣೂರು ಹ್ಯಾಂಡ್ಸ್ ಅಪ್ ಮಾಡಿ 
0,avane shriman narayan movie paka 100 days,ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ್ ಮೂವಿ ಪಾಕ 100 ಡೇಸ್ 
0,enta matu super,ಎಂತ ಮಾತು ಸೂಪರ್ 
0,like father like son jaga mechchuvanta manushya.,ಲೈಕ್ father ಲೈಕ್ ಸನ್ ಜಾಗ ಮೆಚ್ಚುವಂತ ಮನುಷ್ಯ 
0,ಕಂಚಿನ ಕಂಠದಲ್ಲಿ ಮೂಡಿ ಬಂದ ತೊಗರಿತಿಪ್ಪ ಹಳೇ ನೆನಪು ತಾಜಾ ಮಾಡಿತು,ಕಂಚಿನ ಕಂಠದಲ್ಲಿ ಮೂಡಿ ಬಂದ ತೊಗರಿತಿಪ್ಪ ಹಳೇ ನೆನಪು ತಾಜಾ ಮಾಡಿತು
0,ಏನೆ‌ ಆಗಲಿ ಮುಂದೆ ಸಾಗು ನಿ,ಏನೆ‌ ಆಗಲಿ ಮುಂದೆ ಸಾಗು ನಿ
0,hands up ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans,hands up ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans
1,super sir,ಸೂಪರ್ ಸರ್ 
0,ನಿಮ್ಮ ಜೀವನ ಇನ್ನೂ ಚೆನ್ನಾಗಿ ಇರಲಿ,ನಿಮ್ಮ ಜೀವನ ಇನ್ನೂ ಚೆನ್ನಾಗಿ ಇರಲಿ
0,ಜೈ ಕನ್ನಡ,ಜೈ ಕನ್ನಡ
0,ಶಂಭು ಬಳೆಗಾರ ಸರ್ ಗೆ ತುಂಬಾ ದನ್ಯವಾದಗಳು,ಶಂಭು ಬಳೆಗಾರ ಸರ್ ಗೆ ತುಂಬಾ ದನ್ಯವಾದಗಳು
1,ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ಬಕೆಟ್ದು ಕೆಜಿಎಫ್ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ 100 ಕೋಟಿ ಅಂತ ಪುಂಗಿಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಅಂತ ಮಾಡಿದ್ರು ಹಾಗೆ ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ ಪ್ಲಾಪ್ ಆದ್ರೆ ಹಿಟ್ ಅಂತ ಹೇಳ್ಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಮಾಡಿ 250 ಕೋಟಿ ಅಂತ ಪುಂಗಿ ಬಿಟ್ರು ಆದ್ರೆ ಬಕೆಟ್ ಮೂವಿ ಬಡ್ಜೆಟ್ ಏರಿಲ್ಲ ರೆಮ್ಯುನೆರೆಷನ್ ಏರಿಲ್ಲ ಈಗ ಅದೇ ಬಕೆಟ್ ಫಾರ್ಮುಲಾ ರಕ್ಷಿತ್ ಹಿಡಿತವ್ನೆ ಆದ್ರೆ ಈ ಮಂಗ ಮುಂಡೇವು ಏನೇ ಸರ್ಕಸ್ ಮಾಡಿದ್ರು ಪುಂಗಿ ಬಿಟ್ರು ಪ್ರೊಡ್ಯುಸರ್ ಯಾವನ್ ಇವ್ರು ಹತ್ತಿರ ಬರಲ್ಲ ಬಿಡ್ರೋ ಅದೇ ಲೋ ಬಡ್ಜೆಟ್ ಪ್ರೊಡ್ಯುಸರ್ ಬರ್ಬೇಕು ಅಷ್ಟೇ,ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ಬಕೆಟ್ದು ಕೆಜಿಎಫ್ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ 100 ಕೋಟಿ ಅಂತ ಪುಂಗಿಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಅಂತ ಮಾಡಿದ್ರು ಹಾಗೆ ಕನ್ನಡ ಒಂದೇ ಭಾಷೆಯಲ್ಲಿ ರಿಲೀಸ್ ಮಾಡಿದ್ರೆ ಪ್ಲಾಪ್ ಆದ್ರೆ ಹಿಟ್ ಅಂತ ಹೇಳ್ಸೋಕೆ ಆಗಲ್ಲ ಅಂತ ಪಾನ್ ಇಂಡಿಯಾ ಮಾಡಿ 250 ಕೋಟಿ ಅಂತ ಪುಂಗಿ ಬಿಟ್ರು ಆದ್ರೆ ಬಕೆಟ್ ಮೂವಿ ಬಡ್ಜೆಟ್ ಏರಿಲ್ಲ ರೆಮ್ಯುನೆರೆಷನ್ ಏರಿಲ್ಲ ಈಗ ಅದೇ ಬಕೆಟ್ ಫಾರ್ಮುಲಾ ರಕ್ಷಿತ್ ಹಿಡಿತವ್ನೆ ಆದ್ರೆ ಈ ಮಂಗ ಮುಂಡೇವು ಏನೇ ಸರ್ಕಸ್ ಮಾಡಿದ್ರು ಪುಂಗಿ ಬಿಟ್ರು ಪ್ರೊಡ್ಯುಸರ್ ಯಾವನ್ ಇವ್ರು ಹತ್ತಿರ ಬರಲ್ಲ ಬಿಡ್ರೋ ಅದೇ ಲೋ ಬಡ್ಜೆಟ್ ಪ್ರೊಡ್ಯುಸರ್ ಬರ್ಬೇಕು ಅಷ್ಟೇ
0,pop corn monkey tiger kuda super idr,ಪಾಪ್ ಕಾರ್ನ್ ಮಂಕಿ ಟೈಗರ್ ಕೂಡ ಸೂಪರ್ ಇದ್ರ್ 
1,boy yappa modlu arta ago tara type maadu,ಬಾಯ್ ಯಪ್ಪಾ ಮೊದ್ಲು ಅರ್ತ ಆಗೋ ತಾರಾ type ಮಾಡು 
0,g dambal,ಜಿ ಡಂಬಲ್ 
0,karnataka janeteinda all the best movie ge olledagali🥰🥰,ಕರ್ನಾಟಕ ಜನೆತೆಯಿಂದ ಎಲ್ಲ the ಬೆಸ್ಟ್ ಮೂವಿ ಗೆ ಒಳ್ಳೆದಾಗಲಿ smiling_face_with_hearts smiling_face_with_hearts 
1,karnatakakke bandaddela sullu swami swalpa reel biduvaga alochane maadi bidu,ಕರ್ನಾಟಕಕ್ಕೆ ಬಂದದ್ದೇಳ ಸುಳ್ಳು ಸ್ವಾಮಿ ಸ್ವಲ್ಪ ರೀಲ್ ಬಿಡುವಾಗ ಆಲೋಚನೆ ಮಾಡಿ ಬಿಡು 
0,anna song super agi helidira sakath agi ide songdabbaaaaa tiktok,ಅಣ್ಣ ಸಾಂಗ್ ಸೂಪರ್ ಆಗಿ ಹೇಳಿದಿರ ಸಕತ್ ಆಗಿ ಇದೆ ಸೋಂಗ್ಡಾಬ್ಬಆಆ ಟ್ರಿಕ್ಟಾಕ್ 
0,dada fans ಕಡೆಯಿಂದ ಅಲ್ಲ ದ ಬೆಸ್ಟ್,dada fans ಕಡೆಯಿಂದ ಅಲ್ಲ ದ ಬೆಸ್ಟ್
0,nija film ast channagidya nanu nodide nange kandita arta agle illa,ನಿಜ ಫಿಲಂ ಅಸ್ತ್ ಚನ್ನಾಗಿದ್ಯಾ ನಾನು ನೋಡಿದೆ ನಂಗೆ ಖಂಡಿತ ಅರ್ತ ಆಗ್ಲೇ ಇಲ್ಲ 
0,ರಶ್ಮಿಕಾ ಮದನ ಡಗಾರ್,ರಶ್ಮಿಕಾ ಮದನ ಡಗಾರ್
0,hindi. ?,ಹಿಂದಿ 
0,super anna jai d boss,ಸೂಪರ್ ಅಣ್ಣ ಜೈ ದ್ boss 
0,ನನ್ನ ಕಣ್ಣಂಚ್ಚಲಿ ನೀರು ಬಂತು..sir ur great,ನನ್ನ ಕಣ್ಣಂಚ್ಚಲಿ ನೀರು ಬಂತು..sir ur great
0,idu charitre srushtiso avatara...rakshith shetty fans like here,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಹಿಯರ್ 
0,nammantavrge spoorti nivu sir,ನಮ್ಮಂತವರಿಗೆ ಸ್ಫೂರ್ತಿ ನೀವು ಸರ್ 
0,binduge saryagi ugithidira good go ahead we are enjoying well,ಬಿಂದುಗೆ ಸರ್ಯಾಗಿ ಉಗಿತಿದೀರಾ ಗುಡ್ ಗೋ ಅಹೆಡ್ ವೀ ಅರೆ ಎಂಜಾಯಿನ್ಗ್ ವೆಲ್ 
0,ನಾನು ಸುಮಾರು ಈ ಹಾಡನ್ನು ಹದಿನೈದು ಬಾರಿ ನೋಡಿದ್ದೇನೆ ಯಾಕೆ ಗೊತ್ತಿಲ್ಲ ಇನ್ನು ನೋಡಬೇಕು ನೋಡಬೇಕು ಅನಿಸುತ್ತದೆ... ಅದೇತರ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ನೋಡುತ್ತಲೇ ಇರುವವರು ಲೈಕ್ ಮಾಡಿ,ನಾನು ಸುಮಾರು ಈ ಹಾಡನ್ನು ಹದಿನೈದು ಬಾರಿ ನೋಡಿದ್ದೇನೆ ಯಾಕೆ ಗೊತ್ತಿಲ್ಲ ಇನ್ನು ನೋಡಬೇಕು ನೋಡಬೇಕು ಅನಿಸುತ್ತದೆ... ಅದೇತರ ಒಂದಕ್ಕಿಂತ ಹೆಚ್ಚು ಬಾರಿ ನೋಡುತ್ತಲೇ ಇರುವವರು ಲೈಕ್ ಮಾಡಿ
1,ningappa hutagannavar the best way is 4uíykhfjklbgkkñ,ನಿಂಗಪ್ಪ ಹುತಗನ್ನವರ್ the ಬೆಸ್ಟ್ ವೆ ಐಸ್ ೪ಯೂíಯ್ಖ್ಫ್ಜ್ಕ್ಲ್ಬ್ಗ್ಕ್ಕ್ñ 
0,tik tok tarane act madidre hana sigutalva edanne etkondu. nam government mane manege items kottu products ready madi adanna videshakka marata madbeku matte nam janakke kamishon kotre voledalva. nam jangala kayyalli yake kelsa madkotilla .,ಟಿಕ್ ಟಾಕ್ ತರಾನೇ ಆಕ್ಟ್ ಮಾಡಿದ್ರೆ ಹಣ ಸಿಗುತ್ತಲ್ವಾ ಇದನ್ನೇ ಎತ್ಕೊಂಡು ನಮ ಗವರ್ನಮೆಂಟ್ ಮನೆ ಮನೆಗೆ items ಕೊಟ್ಟು products ready ಮಾಡಿ ಅದನ್ನ ವಿದೇಶಕ್ಕ ಮಾರಾಟ ಮಾಡಬೇಕು ಮತ್ತೆ ನಮ ಜನಕ್ಕೆ ಕಾಮಿಶ್ವ್ನ್ ಕೊಟ್ರೆ ವೋಲೆದಲ್ವಾ ನಮ ಜಂಗಳ ಕಯ್ಯಲ್ಲಿ ಯಾಕೆ ಕೆಲಸ ಮಾಡ್ಕೋತಿಲ್ಲ 
0,jadesh kumar anna.. trailer is dashing,ಜಡೇಶ್ ಕುಮಾರ್ ಅಣ್ಣ ಟ್ರೈಲರ್ ಐಸ್ ಡ್ಯಾಶಿಂಗ್ 
0,ಸೂಪರ್ ಬ್ರೋ,ಸೂಪರ್ ಬ್ರೋ
1,shetty nyeno alpa swalpa budhi upiyogiside,ಶೆಟ್ಟಿ ನಯೇನೋ ಅಲ್ಪ ಸ್ವಲ್ಪ ಬುದ್ಧಿ ಉಪಿಯೋಗಿಸಿದೆ 
1,ನನ್ shata fil ಮಾಡದೆ bro,ನನ್ shata fil ಮಾಡದೆ bro
0,deserves more views.,ದೆಸೆರ್ವ್ಸ್ ಮೊರೆ ವಿವಸ್ 
0,ಅಣ್ಣ ಸರಿಯಾಗಿ ಹೇಳ್ದೆ .. super.,ಅಣ್ಣ ಸರಿಯಾಗಿ ಹೇಳ್ದೆ .. super.
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ,ಇವರ್ನ ಚೀನಾ ಬೋರ್ಡರ್ಗೆ ಕಳಸಬೇಕು ಗೊತ್ತ ಆಗುತ್ತೆ
0,ಗುರು ನಿನಗೆ ಧನ್ಯವಾದಗಳು,ಗುರು ನಿನಗೆ ಧನ್ಯವಾದಗಳು
0,ಕರ್ನಾಟಕದ ಶ್ರೀಮನ್ನಾರಾಯಣ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ promotion ನ ವಿಚಾರವಾಗಿ ಇಲ್ಲಿಗೆ ನಮ್ಮ ಟ್ರೋಲ್‌ಪೇಜ್ ನವರೆ ಸಾಕು..nಕರ್ನಾಟಕದಾಚೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಮೋಷನ್‌ನ ಅವಶ್ಯಕತೆ ಇದೆ. ಪ್ರಮುಖವಾಗಿ ಉತ್ತರ ಭಾರತದಲ್ಲಿ.nಇದು ಕನ್ನಡಿಗರ ವಿನಂತಿ,ಕರ್ನಾಟಕದ ಶ್ರೀಮನ್ನಾರಾಯಣ ಬಗ್ಗೆ ತಲೆ ಕೆಡಿಸಿಕೊಳ್ಳಬೇಡಿ promotion ನ ವಿಚಾರವಾಗಿ ಇಲ್ಲಿಗೆ ನಮ್ಮ ಟ್ರೋಲ್‌ಪೇಜ್ ನವರೆ ಸಾಕು..nಕರ್ನಾಟಕದಾಚೆಗೆ ಹೆಚ್ಚಿನ ಪ್ರಮೋಷನ್‌ನ ಅವಶ್ಯಕತೆ ಇದೆ. ಪ್ರಮುಖವಾಗಿ ಉತ್ತರ ಭಾರತದಲ್ಲಿ.nಇದು ಕನ್ನಡಿಗರ ವಿನಂತಿ
0,le tiktok hudugira yella pubg banni awm m4 use madodu hege anta helkodtini,ಲೇ ಟ್ರಿಕ್ಟಾಕ್ ಹುಡುಗೀರ ಎಲ್ಲ ಪುಬ್ಗ್ ಬನ್ನಿ ಆಮ್ ಎಂ೪ ಉಷೆ ಮಾಡೋದು ಹೇಗೆ ಅಂತ ಹೇಳ್ಕೊಡ್ತೀನಿ 
0,please ಇನ್ನೊಂದು ಸಾರಿ re release maadi.,please ಇನ್ನೊಂದು ಸಾರಿ re release maadi.
0,supar friend supar,ಸೂಪರ್ ಫ್ರೆಂಡ್ ಸೂಪರ್ 
1,kalki you only say brother your name is kalki no then say,ಕಲ್ಕಿ ಯು ಓನ್ಲಿ ಸೇ brother ಯುವರ್ ನೇಮ್ ಐಸ್ ಕಲ್ಕಿ ನೋ then ಸೇ 
1,🤔🤔🤔 hello thamma navu unity maintain madthivi aithu thorskolo avyashyakathe namgila nin cmt nodid kudle yavan avr fanism bidkodala 🤣🤣 nin kano doddu sede nan maga,thinking_face thinking_face thinking_face ಹಲೋ thamma ನಾವು unity ಮೈನ್ಟೈನ್ madthivi ಆಯಿತು ತೋರಿಸ್ಕೊಳೋ ಅವ್ಯಶ್ಯಕತೆ ನಂಗಿಲ ನಿನ್ ಸಿಮ್ಟ್ ನೋಡಿದ್ ಕುಡ್ಲೆ ಯಾವನ್ ಅವ್ರ್ ಫ್ಯಾನಿಸ್ಮ್ ಬಿದ್ಕೊದಲ rolling_on_the_floor_laughing rolling_on_the_floor_laughing ನಿನ್ ಕಣೋ ದೊಡ್ದು ಸೇವೆ ನಂ ಮಗ 
0,daily ondhsalanadru ee song na kele kelthivi annovru attendence haki,ಡೈಲಿ ಒಂದ್ಸಲನಾದ್ರೂ ಈ ಸಾಂಗ್ ನ ಕೇಳೇ ಕೇಳ್ಥಿವಿ ಅನ್ನೋವ್ರು ಅತ್ತೆಂದೆನ್ಸ್ ಹಾಕಿ 
0,*ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೂ ಅವತಾರ ನೋಡಿ ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ*,*ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೂ ಅವತಾರ ನೋಡಿ ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ*
1,sharu nin ammun tullge nan tunne sigaka berke sule magne,ಶತ್ರು ನಿನ್ ಅಮ್ಮನ್ ತುಲ್ಲಗೆ ನಂ ತುಣ್ಣೆ ಸಿಗಾಕ ಬೆರ್ಕೆ ಸೂಳೆ ಮಗನೆ 
0,super bro nim vioce ale ede desha prema full enjoy video super,ಸೂಪರ್ ಬ್ರೋ ನಿಮ್ ವಿವ್ಸ್ ಏಲ್ ಎದೆ ದೇಶ ಪ್ರೇಮ ಫುಲ್ ಎಂಜಾಯ್ ವಿಡಿಯೋ ಸೂಪರ್ 
0,h ahamad bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?,h ahamad bava ಅಣ್ಣ ಒಂದೆರಡು ಪದ ಬಿಟ್ಟು ಇನ್ನೂ ಉಳಿದ ಪದ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಇದೆ ಅಲ್ವಾ?
0,ತುಂಬಾ ನಗು ಬಂತು ಗುರು,ತುಂಬಾ ನಗು ಬಂತು ಗುರು
0,bgm..nnwaiting avane srimannarayan and yuvarthnaa,ಬಿಗ್ಮ್ ನನ್ವಯಿಟಿಂಗ್ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ and ಯುವರ್ತಿನಾ 
1,addu. pubg alla. guru. sumney. elbedda,ಎದ್ದು ಪುಬ್ಗ್ ಅಲ್ಲ ಗುರು ಸುಮ್ನೆಯ್ ಏಳ್ಬೇದ್ದ 
1,kumar banthu jaathi naayi savi savi nenapu soole sudeepu pans for a reason 🤣🤪,ಕುಮಾರ್ ಬಂತು ಜಾತಿ ನಾಯಿ ಸವಿ ಸವಿ ನೆನಪು ಸೂಳೆ ಸುದೀಪು ಪೆನ್ಸ್ ಫಾರ್ ಆ reason rolling_on_the_floor_laughing ಝಣ್ಯ್_ಫೇಸ್ 
1,yav ree dislike kodoru kannada movies belibek fist kannada next hero's elru nammavare...,ಯಾವ ರೀ ದಿಸ್ಲಿಕ್ ಕೊಡೋರು ಕನ್ನಡ ಮೂವೀಸ್ ಬೆಳಿಬೆಕ್ ಫೀಸ್ಟ್ ಕನ್ನಡ ನೆಕ್ಸ್ಟ್ ಹೀರೋ ಸ್ ಎಲ್ರು ನಮ್ಮವರೇ 
0,ondu sakagalla inna beku,ಒಂದು ಸಾಕಾಗಲ್ಲ ಇನ್ನ ಬೇಕು 
0,entertainment andre hidu huliyaaaa,ಎಂಟರ್ಟೈನ್ಮೆಂಟ್ ಅಂದ್ರೆ ಹಿಡು ಹುಳಿಯಾಯಾ 
0,nin video delete agolla bidu bro ninge nav support madtivi innu e tara videos na mattastu madu chaina bucket galige tale kediskobeda,ನಿನ್ ವಿಡಿಯೋ ಡಿಲೀಟ್ ಆಗೋಲ್ಲ ಬಿಡು ಬ್ರೋ ನಿಂಗೆ ನಾವ್ ಸಪೋರ್ಟ್ ಮಾಡ್ತೀವಿ ಇನ್ನು ಈ ತಾರಾ ವೀಡಿಯೋಸ್ ನ ಮತ್ತಷ್ಟು ಮಾಡು ಚೈನಾ ಬಕೆಟ್ ಗಳಿಗೆ ತಲೆ ಕೆಡಿಸ್ಕೊಬೇಡ 
1,prakash kittoyta?,ಪ್ರಕಾಶ್ ಕಿತ್ತೊಯ್ತಾ 
0,anna game yavudu anna adu,ಅಣ್ಣ ಗೇಮ್ ಯಾವುದು ಅಣ್ಣ ಅದು 
0,ಈ ಹಾಡು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ,ಈ ಹಾಡು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುತ್ತೆ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ
0,ಹಾಡಿನಲ್ಲಿರುವ ಪದಪುಂಜವನ್ನು ಬಳಿಸಿದ ರೀತಿಯೇ ಅತಿ ಅದ್ಭುತ....,ಹಾಡಿನಲ್ಲಿರುವ ಪದಪುಂಜವನ್ನು ಬಳಿಸಿದ ರೀತಿಯೇ ಅತಿ ಅದ್ಭುತ....
0,ದೇಶ ಕಾಯಕ್ಕೆ ಯೋಧ ಇರಬೇಕು ತೀರಿಪೆ ಶೋಕಿ ಮಾಡಿದವರಿಗೆ ಟ್ರೋಲ್ ಮಾಡೋರು ಇರಬೇಕು,ದೇಶ ಕಾಯಕ್ಕೆ ಯೋಧ ಇರಬೇಕು ತೀರಿಪೆ ಶೋಕಿ ಮಾಡಿದವರಿಗೆ ಟ್ರೋಲ್ ಮಾಡೋರು ಇರಬೇಕು
0,pubge sontekorya kano,ಪೂಬಿಗೆ ಸೋಂಟೆಕೋರ್ಯಾ ಕಣೋ 
0,promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir.,promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir.
1,thu thukali trailer,ಥು ತುಕಾಲಿ ಟ್ರೈಲರ್ 
0,super gichhi gili gili boss,ಸೂಪರ್ ಗಿಚ್ಚಿ ಗಿಳಿ ಗಿಳಿ boss 
0,jogimane okay,ಜೋಗಿಮನೆ ಒಕಾಯ್ 
0,nim matalle gottagutte neevu estu positive anta,ನಿಮ್ ಮಾತಲ್ಲೇ ಗೊತ್ತಾಗುತ್ತೆ ನೀವು ಎಷ್ಟು ಪಾಸಿಟಿವ್ ಅಂತ 
1,re e video post agiddu yavaga apps ban agirodu yavaga adu moldu nodir sumne yeneno mathadbedi,ರೇ ಈ ವಿಡಿಯೋ ಪೋಸ್ಟ್ ಆಗಿದ್ದು ಯಾವಾಗ ಆಪ್ಸ್ ಬ್ಯಾನ್ ಆಗಿರೋದು ಯಾವಾಗ ಅದು ಮೊಲ್ದು ನೋಡಿರಿ ಸುಮ್ನೆ ಏನೇನೊ ಮಾತಾಡ್ಬೇಡಿ 
1,shivamogga **uter,ಶಿವಮೊಗ್ಗ ಉಟರ್ 
