label,comment
0,hope this movie will rule indian cinema... ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ ಇನ್ನು ಹಲವು ಭಾಗಗಳಾಗಿ ಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ ಅವತಾರಗಳನ್ನು ತಾಳುವುದರಲ್ಲಿ ಸಂಶಯವೇ ಇಲ್ಲ.
0,nanna ballya jivana nenap aytu thanks aswini adio
1,bindu gowda ge sariyyagi batthi itree sir ..super sir neevu
0,thumbha ಒಳ್ಳೆಯ ಮಾಹಿತಿ anna. dhanyavaadagalu.
0,ಈ ಹಾಡು ಒಂಥರಾslow poison ಇದ್ದ ಹಾಗೆ
0,shetty huu gottu
0,ಕ್ರಿಮಿನಲ್ ಬುದ್ದವಂತಿಕೆ ..ಸೂಪರ್ ಹೀಗೆ ಇರಬೇಕು .. ನಮ್ಮ ದೇಶ ನೋ... ಚಾನ್ಸ್..
1,sir nivu bare swalpa sulu heleteraa
0,hodtha guru sng
1,urko sanvi dagar rashmika...
0,g dambal
0,gajab ka song h yar hindi me nahi ayega kya ye song samajhna hai lyrics
0,ಒಂದು ದೇಶದ ಮುಂದುವರಿಯುವುದು ಅದರ ಆರ್ಥಿಕ ಸ್ಥಿತಿಯನ್ನು ಅವಲಂಬಿಸುವುದಿಲ್ಲ. ಅವರು ಮಾನವೀಯತೆಯಲ್ಲಿ ಎಷ್ಟು ಸಮರ್ಥರು ಎನ್ನುವುದನ್ನು ಅವಲಂಬಿಸಿದೆ. ಭಾರತದಲ್ಲಿ ಅನಕ್ಷರತೆ ಇದೆ ಆ ಅನಕ್ಷರಸ್ಥರನ್ನು ಅವರ ಅನಕ್ಷರತೆಯೇ
0,ದರ್ಶನ್ ಸರ್ ನಾವು ನಿಮ್ಮ ಅಭಿಮಾನಿಗಳು ನಮ್ಮ ಕಲಾವಿದರು ಈ ರೀತಿ ಕಷ್ಟ ಪಡೋದು ನಮಗೆ ಮನಸ್ಸಿಗೆ ತುಂಬಾ ನೋವಾಗುತ್ತೆ ನೀವು ದಯವಿಟ್ಟು ಇಂಥ ಮಹಾನ್ ಕಲಾವಿದರನ್ನು ತಮ್ಮ ಜೊತೆ ಕರೆದುಕೊಂಡು ನಡೆಯಿರಿ ಅಭಿಮಾನಿ ಅಭಿಮಾನಿಗಳಿಗೆ ಕೊಡುವ ದೊಡ್ಡ ಉಡುಗೊರೆ ನಿಮ್ಮಿಂದ ನಾವು ನಾ ಬಯಸುತ್ತೇವೆ
0,ದರ್ಶನ್ ಅಣ್ಣನ ಅಭಿಮಾನಿಗಳ ಕಡೆ ಇಂದ all the best
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,sang supar chinu love you too...uppi.
0,charitre srushti maadiruva shettrege...hands up
0,amazing song
0,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ ನಾಟಕ
0,cinema super aagide
0,jogimane now staying in bengaluru
1,ಬಡ್ಡಿ ಮಗಂದು ಯಾವತ್ ಬಾರುತೋ 27ನೇ ತಾರೀಖು
0,ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್
0,ನಿಂದು ಬ್ರೋ ನಿಜವಾದ ಟ್ಯಾಲೆಂಟ್ ಅಂದ್ರೆ
0,leak alla adu theater run mugdidakke namazon prime hakidare
0,ನನಗೆ ಇಷ್ಟವಾದ ಕಥೆ ತೊಗರಿ ತಿಪ್ಪ
1,v nim gandu balegara movie yalla utterflop modlu side acting madudu ಬಿಡು anu modlu
1,tiktok uninstall madodakku modlu ee changlu nan maklanna modlu desha dinda delete madbeku guru
0,ಸರ್ ನಿಮ್ಮ ಪಾದಗಳಿಗೆ ನಮಸ್ಕಾರಗಳು
1,ivnu soole maga pakka. ivnu yash fan bandu hen kelsa madthavne nodro soole maga
1,1.6k people are not liking this....innna en beko maaraya nimga ...
0,yar yaru ashwattama badukidanendu nambutero elli ondu like madi
0,chinndikanna neenu neenu nam tharane madthadthiya. super
1,kelv bvc galu ..nam india dalli eddare anna...a bvc galu chna ap use madthare anna
0,dialog super agii oddidya anna.. super
1,howdu bro app uninstall madudrea avrig amount hogodu kamiagutea plzzzzz uninstall madi beavarce appp adu thuuuuu
0,best movie... keep it up
0,bro ee game yavdu and nimma ella video super boss
1,avalige chapalige odiri
0,ಹಾಡು ಸುಪರ್ ಸಂಗೀತ ಸಂಯೋಜನೆ ಸುಪರ್ ಸುಪರ್
0,ದೃಷ್ಟಿ ಇವನೊಬ್ಬನ ಮೇಲಿಡಿ nತಪ್ಪದು ನಿಜ ಮನರಂಜನೆ
1,nkn idddu ಟ್ರೋಲ್ ಅಂದ್ರೇ... ಬ್ರೋ ನಾನು ಟಿಕ್ ಟಾಕ್ ಗೆ ಅಡಿಕ್ಟ್ ಆಗಿದ್ದೇ... ಬಟ್ ನಮ್ ದೇಶಕ್ಕಿಂತ ದೊಡ್ದಲ್ಲ ಈ ಟಿಕ್ ಟಾಕ್... ಅಷ್ಟೇ... ಇನ್ನೋಂದ್ ವಿಷ್ಯ ನಮ್ ದೇಶದ್ ರೊಪೊಸೋ ಡೌನ್ಲೋಡ್ ಮಾಡಿ ಓಪನ್ ಮಾಡಿ ನೊಡುದ್ರು... ಅವ್ನಮ್ಮನ್ ಆ ಕಿತ್ತೋದ್ ಮುಂಡೇ ಬಿಂದು ಗೌಡ... ಅದ್ರಲ್ಲೂ ಸಾಯ್ತಾವ್ಳೇ ಗುರು.... ಅವ್ಳ್ಳಿಗೇ ಏನಾದ್ರು ಮಾಡಿ ಫೋನ್ ಯುೂಸೇ ಮಾಡ್ಬಾರ್ದು ಆ ತರ ಟ್ರೋಲ್ ಮಾಡಿ ಬ್ರೋ.... ಅವ್ನಮ್ಮನ್ ಹಂದಿ ತಿಕದ್ ತರ ಇರೋ ಮೂತಿನ ನೊಡಕ್ಕಾಕ್ತಿಲ್ಲ....
0,super guru pakka block buster
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,namma kannada chitra ranga evrge olle avakasha galna kodli antha kelkotini
1,enu kannada antha matadtaro ee goobegalu. thoo!... tumba chennagi maadideera. avru nim jote tumba chennagi maadidare. enu maadiddu
0,dilip kumar nanu kuda bro
0,lots love from kannadigas
0,ಅಭಿನಯ ಚಕ್ರವರ್ತಿ ಕಿಚ್ಚ ಸುದೀಪ್ ಅವರ ಕಡೆಯಿಂದ.. all tha best movi
0,no doubt edu charitre srustiso avatharane
0,super maga
0,nan lwda dalli edane band nodkondu ogo gandu
0,rip chiru sir
0,ದಿಯಾ ಬರಿ ಚಲನಚಿತ್ರ ಮಾತ್ರವಲ್ಲ ನಮ್ಮ ಕನ್ನಡ ಚಲನಚಿತ್ರ ರಂಗದ ಇತಿಹಾಸದಲ್ಲೆ ಎಂದು ಎಂದೆಂದೂ ಮರೆಯಾಲಾಗದ ಅಪರೂಪದ ಅದ್ಭುತವಾದ ಕನ್ನಡ ಚಲನಚಿತ್ರದ ಮಹಾನ್ ಕೃತಿ ಈ ಚಲನಚಿತ್ರವನ್ನ ನೀವುಗಳೆಲ್ಲರೂ ನೋಡಲೆ ಬೇಕು ದಿಯಾ ಚಲನಚಿತ್ರದ ನಿರ್ದೇಶಕನಿಗೆ ನನ್ನದೊಂದು ಪ್ರೀತಿಯ ನಮಸ್ಕಾರಗಳು ನಮ್ಮ ಕನ್ನಡ ಚಲನಚಿತ್ರಕ್ಕೆ ನೀವೊಬ್ಬರು ಮತ್ತೊಬ್ಬ ಪುಟ್ಟಣ್ಣ ಕಣ್ಣಗಾಲ್nn ವಿಲೇಜ್ ರೋಡ್ ಫಿಲಂಸ್
0,kannada ne best adrallu kannada songs adre hen andkondodira
1,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,🤣🤣🤣brooo i'm big fan
0,ಪ್ರಯತ್ನಕ್ಕೆ ದೊಡ್ಡ ಸಲಾಂ
0,sathyavaglu movie maatra ulty
0,ಆಂಗ್ಲ ಭಾಷೆ ಬಳಸೋ ಕಾಲದಲ್ಲಿ ಅಚ್ಚ ಕನ್ನಡದಲ್ಲಿ ಸಾಹಿತ್ಯ ಬರೆದಿರುವ ಬರಹಗಾರರಿಗೆ ಕೋಟಿ ಕೋಟಿ ನಮನಗಳು
0,ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಡಿ ಬಾಸ್ ಹುಡುಗರು
0,ವಿಜಯ್ ಪ್ರಕಾಶ್ ಅವರ ದ್ವನಿ ನಾರಾಯಣನಿಗೆ ಹೇಳಿ ಮಾಡಿಸಿದಂತಿದೆ..
1,guru deshgaande swantha picture tegeyo sule maga alla.. yaav picture remake idhu🤔
1,la video ako su.....।
0,banda the best
0,ravichandran vishnuwardha raajkumar shankar nag elruna onde sari nodidangaythu..
0,bro hagandr kgf asn 5 language alli bidugade agute avaga bere industri avaru hage andre yenagutte
0,godiyaga ata aadtida
1,rip rashmika mandhana
1,sumne irru guru yake kiriku
0,love you ya
0,🥰🥰🥰🥰super song 🥰🥰🥰🥰
1,kelly ಲೆ ತುಕಾಲಿ ನಿನ್ನ ಸಂಸ್ಕೃತಿ ತೋರಿಸುತ್ತೆ ನಿನ್ನ ಎಷ್ಟು ಕಚಡ ಅಂತ
0,d boss fans full support. successful hagli movie
1,nimge istu sullu heloke hege manasu barutte
0,super bgm masth ....
1,modalu prana mukya amele cinema... plz don't lose hope diya chitratanda.... wait for time
1,boli maklu ee tara videos nu dislike maadtare
0,songa super bro
0,ತುಂಬಾ ಚೆನ್ನಾಗಿ ವಿಚಾರ ಸಂಕಿರಣ ಮೂಡಿಸಿದ್ದಾರೆ ಭಾರತ ಪ್ರಪಂಚದಲ್ಲಿ ಹಿಂದೆ ಉಳಿಯಲು ರಾಜಕೀಯ ವ್ಯವಸ್ಥೆ ಒಂದು ಪ್ರಬಲ ಕಾರಣ ಪಕ್ಷ ಪಾತ ಸ್ವಜನ ಸೌಮ್ಯತೆ ಸಹ ಕಾರಣ ಎಂಬುದು ತಿಳಿಸಿದ್ದಾರೆ nಕೌಶಲ್ಯ ಅಭಿವೃದ್ಧಿಗೆ ಹೇಚ್ಚಿನ ಮಹತ್ವ ಕೊಡಬೇಕಾಗಿದೇ ಎಂಬುದು ಸಹ ಸತ್ಯ
0,booking start ಮಾಡಿ
0,appu boss fans nlike madi
0,ಕನ್ನಡದ ಕಿರೀಟ ಇದು
0,ಗಜಿ ಆಶು
0,ಫೈಟ್ ಸೀನ್ ಅಮೇಜಿಂಗ್ ಪ್ರಜ್ವಲ್ ಲುಕ್ಕು ಬ್ಯೂಟಿಫುಲ್ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಜಂಟಲ್ಮ್ಯಾನ್ ಫ್ರಮ್ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್
1,anna sumne video madedhya nodu
0,ಸೂಪರ್ ಹಿಟ್ಟ್ ಸಾಂಗ್
0,ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಮತ್ತು ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ. ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ. ಒಳ್ಳೆಯದಾಗಲಿ
0,pacca edu charetre shrushisti so avatara
0,super rakshit shetti ajanish
0,guru nin voice en guru adu ha ha bombat__ series agi ond heltini nanage enadru nim videos inda nakku nakku hotte novu bandre neeve javabdari helidini
0,ಜಡ್ ಜಡ್ ನಕ್ಕ...
0,pade pade kelabeku anisutte.....
0,ashwathama. vadhukkidhe.evathu. video. nodithunanu. jai. babaji
1,k k soole magne avrige bari jaati fabsallo ella jaatilu fans idaare neen heldyalla jaati naayi antha pakka gawda kano naanu nin amman soole magne neenu as darshan naydu jaati irbeku dagaar dagaar dam dam dagaar soole maga darshan
0,sir nam kannada hudga andre enu anta ha loper manganna ni ge torsi sir next film nalli in yavano sikkudre avna hinde nu hogtale avlu kannadigara takattu enu anta avlige gottagbeku
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,bro ten minutes + video madi bro niuo mado video na nodta edre nodtane erbeku anisutte
0,super rakshith shety sar....
0,subscribed... bro... benki ninu
1,lol telegram bandirodu alla amazon prime bandirodu adanna pirate madi telegram hakidarennivgalu theatre gu hogalla mobile bandru pirate nodtira
0,vishnuvardhana yarge agli 1st respect kododu mukya
0,hang aytu
1,sulemakale tic tok uninstall madi
0,en dailouges guru nsuper gurunyou rocking gurunnin dailouges keludmele nim channel subscribe maadthiddeeni hinge continue maadu guruninnondibru dingurbilligalu tiktok li buildup kodthidru avrnu ee videodalli topgersidre chanaagirthitthu
1,vitthal ಕಚ್ಚಾ ಸುದೆಪಿ
0,supar anna love you pajuanna....
0,ಪಕ್ಕಾ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್
1,ಅಣ್ಣ ಇನ್ನೊಂದ್ ಸ್ವಲ್ಪ ಉಗಿರಿ ಅವರಿಗೆ ನಮ್ಮ ಯೋಧರ ಬಗ್ಗೆ ಚಿಂತನೆ ಮಾಡುತ್ತಿಲ್ಲ ತಿರುಬೋಕಿ ಇನ್ನು ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅಣ್ಣ
0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಯೋ ಅವತಾರಾ...
0,tirividi 🤦‍🤦‍
0,ibrunu kannadadavre ibru belibeku. support maadi compare maadbedi
0,ಟ್ರೊಲ್ ಅನ್ನ ಸರಿಯಾಗಿ ಉಪಯೋಗಿಸ್ಥಹಿದಿರ. ಸೂಪರ್
0,2020 blockbuster hit movie. jai karnataka
1,lo d gujaalds neev support maadida yaav sinimaagalu succes agilla .. yaakro sumne buildep .. simple example andre ..amar movienu ..fail maadudralo .ambareesh gintha name bekittha...ಮಧ್ಯೆ ನೀವ್ ಹೋಗಿ ಹಾಳ್ ಮಾಡುದ್ರಲೋ ..
0,ಟಿಕ್ ಟಾಕ್ ್ರಿಯೇಟಿವ್ ಕನ್ನಡಿಗ ನಿಮಗೆ ನಮ್ಮ ್ನಡ ಜನತೆಯಿಂದ ತುಂಬು ಹೃದಯದ ್ಯವಾದಗಳು ನೀವು ಇದೇ ರೀತಿಯಿಂದ ಮುಂದೆ ಇನ್ನೂ ಹೆಚ್ಚಿನ ವಿಡಿಯೋ ಗಳನ್ನು ಮಾಡಬೇಕೆಂದು ತಮ್ಮಲ್ಲಿ ವಿನಂತಿ ಜೈ ಹಿಂದ್ ಜೈ ್ನಾಟಕ ಮಾತೆ
0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸುವ ಹೊಸ ಚಲನಚಿತ್ರn ಯಾವದು ಅದುnಅವನೇ ಶ್ರೀಮನ್ನರಾಯಣ
1,yappa huchhu hidustide.....asn.....awesom
1,parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ತುಲ್ಲ್ ಕೊಡೆ
0,trailer ultimate ... ಸಿನಿಮಾನೂ ಚೆನ್ನಾಗಿರಬಹುದು ಜಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರತಂಡಕ್ಕೆ ಒಳ್ಳೆಯದಾಗಲಿ... ್ರಜ್ವಲ್ ದೇವರಾಜ್. look super 🤩🤩
0,ತುಂಬಾ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ....proud to be sandal wood
0,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
0,youtube channel nalli asn release promos upload madi sir
0,ಯಾರಿಗೂ ಯಾರು ಗೂತೀಲಾ ಸರ್ ಆದರೇ ನಮ್ಮ ಧುಢೀಮೇ ನಮಗೆ ಸರ್
0,ಅದ್ಭುತ ಸರ್ ಜೇವನದಲ್ಲಿ ಎಂದು ಸೋಲುಬಾರದು great ನಿಜವಾಗಿಯೂ
1,ಗುರು ಮೂವಿ ನ re release madri.... entha kannda film na support madlilla andre. kannada ದಲ್ಲಿ ಮೀಡಿಯಾ yak beku. bhari avru trp koskara... nam ಭಾಷೆ use madkondu ಬೇರೆ ಭಾಷೆ. ಫಿಲ್ಮ್ ಬಗ್ಗೆ. ತೋರಿಸುತ್ತಾರೆ.... shame on kannda media..... but this film was. heart touching
1,oooo bindu aunty nin badukbeka tik tok delete maduu
0,sakkath ag helde guru
1,ee news reporters sutti balasi information helodanna dayamadi badalayisikolli
0,dina hodante e song na hava kuda hecchagtide annoru like madi
0,chindi bro .....
1,benki music..yarappa dislike madirodu.... mostly rasmika mandana fans irbeku...n🤭🤭🤣🤣🤣🤣songe he inge in movie nodudre...aste
1,ei movi pass aglile
1,3.38 detector divakarnjai
0,super n ಜೈ ಡಿ ಬಾಸ್
0,crazy guru ninu
1,kavravru ketavarala viraru
1,nam kangu kansli amele nambtivi
0,yarg artha agilvo lyrics nodi
0,en helde guru
0,ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರೀಸ್ ಬೇರೆ ಲೋಕಕ್ಕೆ ತಗೊಂಡು ಹೋಗೊ ಸೀನಿಮಾ all the best rakshith sir
0,ಜಂಟಲ್ ಮ್ಯಾನ್ ಟ್ರೈಲರ್ ತುಂಬಾ ಅದ್ಭುತವಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ಎಲ್ಲರೂ ನೋಡಿ ತಪ್ಪದೇ ಶೇರ್ ಮಾಡಿ ಜೆಂಟಲ್ ಮ್ಯಾನ್ ಚಿತ್ರ ತಂಡದವರಿಗೆ ಸಪೋರ್ಟ್ ಮಾಡಿn
0,ಕರೋನಾ ವೈರಸ್ ಹಾವಳಿ ಮುಗಿದ ನಂತರ ಮತ್ತೆ ತೆರೆಗೆ ತನ್ನಿ ದಯವಿಟ್ಟು
0,love you so much anna
0,what a messege he gave atlast...madabekad kelasa madi...aarogya kapadkolli...
0,adda boss
0,sir nanu china apps na delete ಮಾಡಿದೀನಿ sir
1,yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nmahabharata tumba olle moral story. jeevanakke bekagiro tumba paata ide idralli. adunella use madkondu olle jeevna madbeku aste. nhindu muslim cristian etc etc... yella naav naav madkondirodu. yella manushyaru onde
1,super sir nnijavaglu namma desha tumba hinde ede .n edakke namma deshed rajkiya ne karna.
1,wowww matte barlebardu ah daridra app
0,yenandru chamayya mestra magaa
1,tik tok nan shataa🤣🤣
0,600 ನೆ ಲೈಕ್ ನನ್ನದೇ
0,super vice kanree nimdu
0,rs fance like here
1,parthasarathi ನಿಮ್ಮ ಅವ್ವುನ್ ತುಲ್ಲಗೆ ಹಳಸಿದ್ ಹೋಳಿಗೆ ಹಾಕ
0,ನನ್ನ ಮನೆಗೆ ಬಂದಿದ್ದ full party ಮಾಡಿದ್ವಿ ಇದನ್ನು update ಮಾಡಿ brother
0,super bro nan nimna support maadthini
0,all india language madi
0,full movie up load me sir
0,ede tym ge wait madta edhvi antu intu ban age bidtu
0,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ನೀವು ಸೂಪರ್
0,haudu swami.neevu helliddu satthyaa.gadugin bharat yemba grantha baredanthaa kumarvyaasare aa narayan santharu.igalu sahaa naavu veearanarayan temple nodabahudu.idu iruvadhu gadag city yalli.hubballi yindaa 55 km antharadalli ide.
0,howdu tumba reveal mad bitru
0,song na status ಇಟ್ಟಿರೊರು ಲೈಕ್ ಮಾಡ್ರಪ್ಪ
1,ಸಕ್ಕತ್ತಾಗಿ ಉಗಿತಿರ ಅಣ್ಣ 🤮🤮🤮ದೊಡ್ಡ ಸ್ಟಾರ್ ಥರ ಅಡಿತವೇ..... ಥು........
0,ಯೆನ್ ಗುರು ನಟನೆ ಅತ್ಯುತ್ತಮವಾದ ರಕ್ಷಿ ಶೆಟ್ಟಿ
1,hands up idu kannada antha ninge helidavatu yaru 🤣🤣🤣
0,god bless u ashwath sir nimma harogya chennagirali
0,shetty naan avagle helidini.... neen yen baidru
1,ಗುರು ನಾವು ನಮ್ ಅಪ್ಪನ್ನ ಅಪ್ಪ ಅಂತೀವಿ ಬೇರೇಯವರ್ನಲ್ಲ ಈ ಬಡ್ಡಿಹೈಕ್ಳು ಎಷ್ಟು ಜನಕ್ಕೆ ಹುಟ್ಟವೋ
0,ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳಿಂದ nಶುಭ ಆರೈಕೆ
0,guru idu yav movie remake alla sumne gotthilde yak helthira
0,ganesh bhat -ಕ್ರಷ್ಣ ನಿಮ್ಮ ಮನೆಗೆ ಬ೦ದು ಮಜ್ಜಿಗೆ ಕೆಳಿಲ್ಲವಾ?!
1,remake movie ansthe
1,shetty ಓಹ್ ನೀನ್ ಗಂಡು ಡಗಾರ್ ಕೆಲಸ ಮಾಡೋದಾ? ಅದಕ್ಕೆ ಅಷ್ಟೊಂದು ಖರ್ಚು ಮಾಡೋಕೆ ದುಡ್ಡು ಸಿಗೋದು.... ಅದ್ರ ಬದಲು ಕೂಲಿ ಮಾಡಿ ತಿನ್ನೋ
1,parthasarathi gottu neenu cheeti tulla fan antha change madbeda
0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವಾತರ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
0,hand up bro.... super agide bro namma kannada movie adre sumanena
0,film nalli yellara kelasa chennagide.heroin super aagiddare .super aagi act maadiddarenduddalli sothiddareno gothilla.kannadigara hrudayadalli film geddide.heroine ge dayavittu chance kodi
0,super osam music
0,yogeesh yar avnu
0,olle comeback movie prajwal avrge
1,dislike madid gandu inondsala keli
1,le hudugira tik tok bidi banni lagori aduma horagde social distance nalli lagori ata tik tok ge tata only for tik tok girls ________
0,asn jai kannada
1,bro first avnge boss spelling kaliyol heli odok asayya agutte
0,ಸೂಪರ್ ತೂಗರಿ ತಿಪ್ಪ
0,ಚೀನಾ ಒಂದು ವಿಷಯಕ್ಕೆ ಇಷ್ಟ ಆಗುತ್ತೆ nಏನೆಂದರೆ
0,nan nimm movie na theatre alle nodtini ...
0,super guru.........ji kannadiga
0,ಇದು ನಮ್ಮ ಕನ್ನಡ
1,nayak ನಿನ್ ತುಲ್ಲುಗೆ ನನ್ ತುಣ್ಣಿ ಇಡ್ಲಿ
1,stupid fans avre enu heltilla
0,super bro i support u
1,tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu
0,ha mundalochane matte dooradrusti .....avarahage ide ....
1,howdu movie adbhuta..... tumba chennagide..... but ending swalpa disturbing ansatte..... adi and diya ondagiddidre innu chennagirtittu..... elru tumba chennag act madidare
0,k 9880823640.....ಇದು ನನ್ನ ಫೋನ್ ನಂಬರ್....ನಿನ್ನ ಎಲ್ಲ ಪ್ರಶ್ನೆಗಳಿಗೆ ಉತ್ತರಿಸುವೆ
0,ಅಮರ್ ಅವರೇ ads ತುಂಬಾ ಜಾಸ್ತಿ ಆಯಿತು
0,bossu niv greatu
0,sup shankar nag sir vishnuvardan
0,ಇನ್ನೂ ಎಲ್ಲೆಲ್ಲಿ ಕೇಳ್ತವ್ರೋ.... ಅದೆಲ್ಲಾ report ಇವನಿಗೆ ಕೊಡ್ರೋ... ಅವನ reasearch ಗೆ help ಆಗ್ಲಿ
0,ಸರ್ ನೀವು ಹೇಳಿದ ಪ್ರತಿಯೊಂದು ಮಾತೂ ನಿಜ.ಜೊತೆಗೆ ಇದರಿಂದ ಸ್ವಲ್ಪವಾದರೂ ಕಲಿತು ಚಿಕ್ಕ ಮಟ್ಟದಲ್ಲಿ ದೇಶದ ಅಭಿವೃದ್ಧಿಗೆ ಪೂರಕವಾದ ಶಿಕ್ಷಣ ಮತ್ತು ಉತ್ಪಾದನೆಯ ಮಾರ್ಗದಲ್ಲಿ ನಡೆಯಲು ಶುರು ಮಾಡಲೇಬೇಕಾದ ಕಾಲವಿದು.ಬನ್ನಿ ಗ್ರಾಮೀಣ ಒಕ್ಕೂಟವಾದ ನಮ್ಮ ಗ್ರಾಮಗಳಲ್ಲಿರುವ ಮೂಲಗಳನ್ನೇ ಉಪಯೋಗಿಸಿಕೊಂಡು ನಮ್ಮ ಹಳ್ಳಿಯ ಜನರ ಅವಶ್ಯಕತೆಗಳ್ನ ನಮ್ಮ ಹಳ್ಳಿಗಳಲ್ಲಿಯೇ ದೊರೆಯುವ ವಸ್ತುಗಳನ್ನು ಬಳಸಿ ಪೂರೈಸುವ ಕೆಲಸಕ್ಕೆ ಮುಂದಾಗೋಣ.ಇದೇ ನಮ್ಮ ಭವ್ಯ ಬಲಿಷ್ಠ ಭಾರತದ ನಿರ್ಮಾಣಕ್ಕೆ ಮೊದಲ ಹೆಜ್ಜೆ.
0,ಅಣ್ಣನ ಮೂವಿ ತಿಕ್ಲ ಪೊರ್ಕಿ ಹುಚ್ಚ ವೆಂಕಟ್ ಆಡಿಯೋ ಲಾಂಚ್ ಮಾರ್ಸ್ ಅಲ್ಲಿನ ಅಥವಾ ನೆಪ್ಟ್ಯೂನ್ ನಲ್ಲಿನ
0,ಸಾರ್ ಇಂತಹ ವ್ಯಕ್ತಿಗಳು ವಿಶೇಷ ತಮ್ಮ ತಮ್ಮ ತಂದೆ ತುಂಬಾ ಪ್ರಾಮಾಣಿಕ ನಟ. ಅವರ ಆತ್ಮಕ್ಕೆ ಶಾಂತಿ ಸಿಗಲಿ ಎಂದು ಕೇಳುತ್ತ
0,yappa song super guruve🤣
0,chindi step chindi bgm superrrr
0,ಶಂಕರ್ ಅಶ್ವತ್ಥ್ ಅವರು bigg boss ಗೆ ಬರೋದು ನಿಜಾನಾ?
0,ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ sir is back
0,ನಾಲ್ಕು ದಿಕ್ಕುಗಳಿಗೆ ಬೇಕು ಇವನು ಬಂದೂಕು ಹಿಡಿದ ಮಾನವನು ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ
0,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ
0,tirividi yes support all kannada cinema
0,s b ಹೌದು ಗುರು
0,edhu charitreh surishti suva awatra.....excellent
1,k ....ಎಲ್ಲಾ ರಾಜಕಾರಣಿಗಳು ಕಳ್ಳರೆ.... ಇದ್ದುದರಲ್ಲಿ ಬಿಜೆಪಿ ಯವರು ಕಡಿಮೆ ಕಳ್ಳರು....
0,vitthal ಸುದ್ವಪಿ nxt ಫಿಲಂ ರಿಲೀಸ್ ಇನ್ mars
1,p neev nodideera antha kelthiyallappa neenu
0,cuz ee film single screens alli thumba kade release aagilla.... multiplexs alli release aagidee...idu ond reason
0,rashmika vaapas baaro haagide
1,sir intha cinema madida mele dodda mattadalli prachara madbekittu. nnodi prem avru dabba film madudru hype build-up create madodralli etthida kai.
